,date,funny,business_id,text,user_id,useful,cool,stars,review_id
31158,2015-12-01,0,F7mv0e3N2DgYY93cl8LpZw,Prices on drive-thru menu are lower than the prices they ring up.  Just had to have price corrected again.  Every time I am forced to take a picture of the menu board so the manager will honor the price posted.  Sad sad way too treat your customers.,i1zH7hGJs_accdfjEzrwUQ,2,0,1,lGEO0p7i-17DakeTw_aCMQ
459252,2014-01-02,1,F7mv0e3N2DgYY93cl8LpZw,"I live down the street & every time I drive by this place, the thought always comes to my head:
""This place doesn't look like it serves decent fast food"" 

I should've listened to myself.

Went through the drive through & ordered a number 2 lol......
It was literally cold, had to put it in my microwave, tasted like it was out for awhile, pretty old. The frosty had the straw wrapper at the bottom, didn't see it in there till it got sucked in through my straw & tasted the paper, my cup of soda was almost completely full of ice, a lot of ice little drink. And not even 15 minutes after finishing this terrible meal I'm already sitting on the Jon number two-ing this stuff, so unless you like the runs- I wouldn't recommend this place.",ZEr7K84NokEz5RAZdkYydQ,1,0,1,jxKTbUF3jeaumW9yZvtw0w
2438952,2018-04-19,0,F7mv0e3N2DgYY93cl8LpZw,"My kid wanted Wendy's tonight.  10 piece nuggets, and stacker with ketchup only.  Sounds easy, right?  Well, while still at the window, I look at the burger,  I complained about the party being burnt.  Manager says..it's the grill.  I just told him, never Mind!!!!  Never again.  I see why they only have 1 1/2 stars.",KBk0LyJxNcXsplUW1BIxFA,2,0,1,xOmtCARaT53LU7gLk0oQrg
2548913,2015-10-09,2,F7mv0e3N2DgYY93cl8LpZw,"Food was meh.  

Employees were terrible.  The only exception was a very friendly,  older white lady.  A younger employee was sitting in the lobby,  on her cell phone,  cursing and calling her manager a bitch.  Call me old-fashioned,  but I expect a little more professionalism from someone in a uniform,  even if it is ""just fast food"".",elektz6cHmiFgfXmid-xiA,2,0,1,kbvWOyoQriJgQuLdSLjBjw
2787657,2018-04-04,0,F7mv0e3N2DgYY93cl8LpZw,"So I just left the drive through, the lady taking my order can't hear or listen, then she started yelling in the intercom like some crazy person with no morals, or customer service. Don't go here! Then the non having customer service bimbo, acted as if I was ignorant, were do you get these people from? You got one job, and you mucked it up!!",NUqUCALiRsUWq3nBJIrEOA,1,0,1,xJ-G_lD5EE3oXOKV9wy8Sw
2856242,2018-01-03,0,F7mv0e3N2DgYY93cl8LpZw,"Horrible! Customer service was crap, they repeatedly messed up my order and then to top it off when I finally ate it, it tasted like rancid oil. Threw it all away, save your money and go somewhere else.",njaFnH4k7IQd48ygnDOe9Q,0,0,1,eBN6XPGYSwGL3yP-DOTzBg
3343201,2017-09-14,0,F7mv0e3N2DgYY93cl8LpZw,Terrible service. Entire place was filthy. Bathrooms were nasty. No toilet paper. Tables were dirty. Trash can was turned around so you couldn't throw trash away and the other was over flowing. Ketchup dispenser was empty.... the white lady that took our order was sweet because she at least called me Hun.,M20MgbP3rlv_W0B_tOREaA,1,0,1,pnqs9d636WhKQPzi4kg0VQ
4439867,2018-02-19,2,F7mv0e3N2DgYY93cl8LpZw,"Haven't been to Wendys in a while, and now I see why, because the customer service is awful and the place was unclean. The employees wad talking in the back while ignoring the customers in the front. One employee came from out the back area and didn't even make eye contact, i literally had to say hello before he acknowledged me. It had a ghetto/ ratchet feel as well as look. I am never coming back here again. Darcy Spears, should put them on blast.",QkgAJq4eLOHVczig_UiMFA,1,0,1,FuKb6MwpUNAHZeczi_88Fg
4733863,2017-10-20,0,F7mv0e3N2DgYY93cl8LpZw,This place is all bad the mf didn't have no food the night crew is disappointing they only had one bake potato no chilly no fries drink was flat the ppl that work there don't know how to talk to ppl I was gone beat they ass just a very disrespectful ppl there mf need home training would never go back there unless it was white people working there sad to say bekuz I'm a Nigga,__ubDZRzDLF65kPE3fqDzw,0,0,1,RSGR37nHl42PHv9gEZ56Ng
4758396,2013-09-05,0,F7mv0e3N2DgYY93cl8LpZw,"Bad service! Slow , food isn't always fresh.went 2 days ago said were waiting on fresh fries bs they were not fresh looked like they were thrown in the oil again !!i just hate the fact that they lie o and it seems like everyone thAt works their is lazy af don't even try to give you yore order correct nd fresh !",B4ZsigEfzV7mSJGJ7A-5cw,0,0,1,z4wOWTHg8AiBFO-uGzwcWQ
